"lon" "lat" "MCS" "eq.id" "Mw" "LatEp" "LonEp" "dist"
12.487 42.65 3 "1299" 5.48 42.415 12.905 43.0802069765427
13.537 43.13 3 "1299" 5.48 42.415 12.905 94.7729746294652
13.629 42.582 3 "1299" 5.48 42.415 12.905 62.1927354738826
12.086 42.97 3 "1299" 5.48 42.415 12.905 91.042591819474
13.667 41.456 3 "1299" 5.48 42.415 12.905 123.869956834699
13.177 43.229 3 "1299" 5.48 42.415 12.905 93.1913818380539
13.088 42.93 3 "1299" 5.48 42.415 12.905 59.1874595385514
13.742 42.837 2 "1299" 5.48 42.415 12.905 83.0138145698367
12.176 42.103 2 "1299" 5.48 42.415 12.905 69.3026614263855
13.769 42.266 2 "1299" 5.48 42.415 12.905 72.9192108434622
12.985 43.32 2 "1299" 5.48 42.415 12.905 100.842379567832
11.819 43.252 2 "1299" 5.48 42.415 12.905 128.466061430431
13.427 41.358 2 "1299" 5.48 42.415 12.905 125.224139798616
13.009 43.256 2 "1299" 5.48 42.415 12.905 93.8986241101311
13.096 43.751 2 "1299" 5.48 42.415 12.905 149.363926371747
13.063 43.526 2 "1299" 5.48 42.415 12.905 124.204534404236
12.663 41.459 2 "1299" 5.48 42.415 12.905 108.170447659605
13.483 43.485 2 "1299" 5.48 42.415 12.905 127.94017161826
12.837 43.563 2 "1299" 5.48 42.415 12.905 127.771528462558
14.05 42.398 2 "1299" 5.48 42.415 12.905 94.0273485872173
12.986 43.178 2 "1299" 5.48 42.415 12.905 85.0987341344665
13.96 41.445 2 "1299" 5.48 42.415 12.905 138.743377421862
13.881 41.903 2 "1299" 5.48 42.415 12.905 98.5547275721989
13.223 43.714 2 "1299" 5.48 42.415 12.905 146.733830493552
13.233 41.288 2 "1299" 5.48 42.415 12.905 128.227297192609
15.549 38.187 7 "1300" 5.03 38.181 15.385 14.3495260390694
15.382 38.155 7 "1300" 5.03 38.181 15.385 2.90293948990101
15.419 38.194 7 "1300" 5.03 38.181 15.385 3.3044865576074
15.373 38.182 7 "1300" 5.03 38.181 15.385 1.05474363886228
15.414 38.172 7 "1300" 5.03 38.181 15.385 2.72532500924233
15.352 38.158 7 "1300" 5.03 38.181 15.385 3.855271344347
15.281 38.14 7 "1300" 5.03 38.181 15.385 10.1716882453836
15.434 38.193 7 "1300" 5.03 38.181 15.385 4.48560599044663
15.375 38.221 7 "1300" 5.03 38.181 15.385 4.53282051033568
15.349 38.2 7 "1300" 5.03 38.181 15.385 3.78974253019815
15.211 38.099 5 "1300" 5.03 38.181 15.385 17.7398166993565
15.437 38.05 5 "1300" 5.03 38.181 15.385 15.2603783968912
15.647 38.108 5 "1300" 5.03 38.181 15.385 24.3072506364131
15.215 38.146 5 "1300" 5.03 38.181 15.385 15.3636982626276
15.24 38.224 5 "1300" 5.03 38.181 15.385 13.5423074516121
15.805 38.286 4 "1300" 5.03 38.181 15.385 38.4972188129911
15.322 37.957 4 "1300" 5.03 38.181 15.385 25.5109239619536
14.91 37.988 4 "1300" 5.03 38.181 15.385 46.7851444129124
15.985 38.291 4 "1300" 5.03 38.181 15.385 53.8124538113564
16.017 38.355 4 "1300" 5.03 38.181 15.385 58.4684786012489
14.948 37.877 4 "1300" 5.03 38.181 15.385 51.0656555386555
15.857 38.263 4 "1300" 5.03 38.181 15.385 42.2285237101312
15.717 38.253 4 "1300" 5.03 38.181 15.385 30.0891220188383
14.691 37.266 4 "1300" 5.03 38.181 15.385 118.647403053683
15.933 38.245 4 "1300" 5.03 38.181 15.385 48.4034252369634
15.135 36.908 3 "1300" 5.03 38.181 15.385 143.256687872721
15.087 37.502 3 "1300" 5.03 38.181 15.385 79.9073966441221
14.896 38.174 3 "1300" 5.03 38.181 15.385 42.7506717387565
15.139 37.842 3 "1300" 5.03 38.181 15.385 43.4211496210238
15.317 38.003 3 "1300" 5.03 38.181 15.385 20.6679364416452
15.128 37.179 3 "1300" 5.03 38.181 15.385 113.689529196671
15.784 37.92 3 "1300" 5.03 38.181 15.385 45.4189813744934
15.694 38.002 3 "1300" 5.03 38.181 15.385 33.5769593592022
14.788 38.122 3 "1300" 5.03 38.181 15.385 52.6130920695178
15.938 38.551 3 "1300" 5.03 38.181 15.385 63.3805798368434
15.13 38.015 3 "1300" 5.03 38.181 15.385 28.958950097829
15.849 38.358 3 "1300" 5.03 38.181 15.385 45.0353305106111
15.923 38.681 3 "1300" 5.03 38.181 15.385 72.7127379269357
15.203 37.731 3 "1300" 5.03 38.181 15.385 52.5203998915063
15.274 38.169 3 "1300" 5.03 38.181 15.385 9.79419454311896
15.834 38.01 3 "1300" 5.03 38.181 15.385 43.6502991032406
15.872 38.335 3 "1300" 5.03 38.181 15.385 45.8401959372372
15.899 38.675 3 "1300" 5.03 38.181 15.385 70.8661291736352
12.987 42.886 7 "1301" 5.09 42.91 12.973 2.90213254310092
12.981 42.902 7 "1301" 5.09 42.91 12.973 1.10266429784758
12.957 42.935 7 "1301" 5.09 42.91 12.973 3.07001564004601
12.969 42.916 7 "1301" 5.09 42.91 12.973 0.74244815842531
13.039 42.878 7 "1301" 5.09 42.91 12.973 6.44735703418942
12.985 43.32 6 "1301" 5.09 42.91 12.973 45.6003239942892
13.988 42.433 6 "1301" 5.09 42.91 12.973 98.48416336398
12.917 42.819 5 "1301" 5.09 42.91 12.973 11.1004475083222
12.704 42.955 5 "1301" 5.09 42.91 12.973 22.4642147175626
12.927 42.888 5 "1301" 5.09 42.91 12.973 4.47485019911445
13.088 42.93 5 "1301" 5.09 42.91 12.973 9.62474284733186
12.867 42.404 4 "1301" 5.09 42.91 12.973 56.9284167079503
13.226 43.137 4 "1301" 5.09 42.91 12.973 32.5593561876072
13.068 43.135 4 "1301" 5.09 42.91 12.973 26.1836824847813
12.736 42.732 4 "1301" 5.09 42.91 12.973 27.6655305521961
12.747 42.877 4 "1301" 5.09 42.91 12.973 18.7728905411198
13.228 42.993 3 "1301" 5.09 42.91 12.973 22.7132653900904
12.962 42.566 3 "1301" 5.09 42.91 12.973 38.2616025003019
13.452 43.299 3 "1301" 5.09 42.91 12.973 58.1650933205884
13.716 43.16 3 "1301" 5.09 42.91 12.973 66.4792200918565
12.482 42.361 3 "1301" 5.09 42.91 12.973 73.0742153875883
13.177 43.229 2 "1301" 5.09 42.91 12.973 39.1510234794133
14.447 37.325 6 "1304" 4.63 37.216 14.495 12.8429239747025
14.428 37.28 6 "1304" 4.63 37.216 14.495 9.26358961208697
14.52 37.231 6 "1304" 4.63 37.216 14.495 2.77161134868952
14.24 37.071 5 "1304" 4.63 37.216 14.495 27.7636639108302
14.7 37.155 5 "1304" 4.63 37.216 14.495 19.3857132246934
14.691 37.266 5 "1304" 4.63 37.216 14.495 18.2193206128504
14.389 37.147 5 "1304" 4.63 37.216 14.495 12.1265102743899
14.794 37.048 5 "1304" 4.63 37.216 14.495 32.4276423445224
15.128 37.179 5 "1304" 4.63 37.216 14.495 56.2173636250207
14.755 37.162 5 "1304" 4.63 37.216 14.495 23.8014172663795
14.217 37.305 4 "1304" 4.63 37.216 14.495 26.518513091817
14.532 36.95 4 "1304" 4.63 37.216 14.495 29.7593985008686
14.867 37.643 4 "1304" 4.63 37.216 14.495 57.7349501074775
14.741 37.621 4 "1304" 4.63 37.216 14.495 50.0002676756966
14.636 37.214 4 "1304" 4.63 37.216 14.495 12.4878792351442
14.368 37.384 4 "1304" 4.63 37.216 14.495 21.7981923140773
14.729 36.925 4 "1304" 4.63 37.216 14.495 38.4452162965808
14.706 36.792 4 "1304" 4.63 37.216 14.495 50.7332839700437
15.221 37.231 3 "1304" 4.63 37.216 14.495 64.3033356447411
13.849 37.36 3 "1304" 4.63 37.216 14.495 59.3501043262751
15.087 37.502 3 "1304" 4.63 37.216 14.495 61.2291318583201
14.94 37.119 3 "1304" 4.63 37.216 14.495 40.879190581837
15.549 38.187 3 "1304" 4.63 37.216 14.495 142.322164664293
15.027 37.156 3 "1304" 4.63 37.216 14.495 47.597854246547
13.939 37.101 3 "1304" 4.63 37.216 14.495 50.9042402445991
10.522 45.606 6 "1305" 4.63 45.636 10.458 5.99175459620973
10.395 45.667 5 "1305" 4.63 45.636 10.458 5.98841494009806
10.553 45.615 4 "1305" 4.63 45.636 10.458 7.74780593742395
10.271 45.792 4 "1305" 4.63 45.636 10.458 22.6206455411664
10.214 45.544 4 "1305" 4.63 45.636 10.458 21.5669221971253
10.334 45.81 4 "1305" 4.63 45.636 10.458 21.6101753121667
10.184 45.688 4 "1305" 4.63 45.636 10.458 22.0644462892925
10.156 45.587 4 "1305" 4.63 45.636 10.458 24.1140800605074
10.481 45.739 4 "1305" 4.63 45.636 10.458 11.591585927912
10.215 45.49 4 "1305" 4.63 45.636 10.458 24.9285592501634
9.961 45.622 3 "1305" 4.63 45.636 10.458 38.6773988310348
11.141 46.089 3 "1305" 4.63 45.636 10.458 73.0361910246194
10.109 45.806 3 "1305" 4.63 45.636 10.458 33.0358731819652
10.365 45.565 3 "1305" 4.63 45.636 10.458 10.7087447812508
11.114 43.948 7 "1315" 5.09 43.9 11.12 5.35894475871701
11.037 43.927 7 "1315" 5.09 43.9 11.12 7.29501793496703
11.123 43.939 7 "1315" 5.09 43.9 11.12 4.34325402631379
11.14 44.004 7 "1315" 5.09 43.9 11.12 11.6745748299358
11.101 43.959 7 "1315" 5.09 43.9 11.12 6.73463453842341
11.131 43.986 7 "1315" 5.09 43.9 11.12 9.60323296462018
11.107 44.028 7 "1315" 5.09 43.9 11.12 14.270929901206
11.056 43.887 7 "1315" 5.09 43.9 11.12 5.32817781306
11.096 43.88 7 "1315" 5.09 43.9 11.12 2.94016740110439
11.103 43.899 7 "1315" 5.09 43.9 11.12 1.36661033916928
10.987 43.944 7 "1315" 5.09 43.9 11.12 11.7220920131841
11.128 43.964 7 "1315" 5.09 43.9 11.12 7.1452519471455
11.156 44.053 7 "1315" 5.09 43.9 11.12 17.2549822834229
11.007 43.902 6 "1315" 5.09 43.9 11.12 9.05632214122058
11.108 43.936 6 "1315" 5.09 43.9 11.12 4.11679406314513
10.914 43.62 6 "1315" 5.09 43.9 11.12 35.2570234212334
11.019 43.935 6 "1315" 5.09 43.9 11.12 8.97735136370552
10.467 43.748 5 "1315" 5.09 43.9 11.12 55.0450238700578
11.238 44.002 5 "1315" 5.09 43.9 11.12 14.7604143843866
10.546 43.979 5 "1315" 5.09 43.9 11.12 46.7911580189643
10.616 43.683 5 "1315" 5.09 43.9 11.12 47.104169892197
11.164 43.859 5 "1315" 5.09 43.9 11.12 5.76377202703458
11.138 43.82 5 "1315" 5.09 43.9 11.12 9.01189759498993
11.02 43.813 5 "1315" 5.09 43.9 11.12 12.5647910382287
11.294 43.806 5 "1315" 5.09 43.9 11.12 17.4331205929003
10.876 43.924 5 "1315" 5.09 43.9 11.12 19.727071857895
10.896 43.816 5 "1315" 5.09 43.9 11.12 20.2435219876906
11.111 43.768 5 "1315" 5.09 43.9 11.12 14.6954719775596
11.035 44.025 5 "1315" 5.09 43.9 11.12 15.4750000723387
10.814 43.869 5 "1315" 5.09 43.9 11.12 24.7646585682038
10.823 43.954 5 "1315" 5.09 43.9 11.12 24.5315200354649
10.695 43.634 5 "1315" 5.09 43.9 11.12 45.1612266777931
10.77 43.604 5 "1315" 5.09 43.9 11.12 43.2850853963383
10.913 43.932 5 "1315" 5.09 43.9 11.12 16.9582174828622
11.18 43.758 5 "1315" 5.09 43.9 11.12 16.5069428213303
10.833 43.905 5 "1315" 5.09 43.9 11.12 23.0006506179536
11.001 43.838 5 "1315" 5.09 43.9 11.12 11.7698434959498
10.678 43.624 5 "1315" 5.09 43.9 11.12 46.923332800535
10.645 43.927 5 "1315" 5.09 43.9 11.12 38.1673521943754
10.411 44.109 5 "1315" 5.09 43.9 11.12 61.2835384731111
10.947 43.719 5 "1315" 5.09 43.9 11.12 24.4495205715447
11.473 43.618 5 "1315" 5.09 43.9 11.12 42.2725086871231
11.249 43.777 5 "1315" 5.09 43.9 11.12 17.1495382911954
10.435 44.06 5 "1315" 5.09 43.9 11.12 57.6245167333295
11.163 44.092 5 "1315" 5.09 43.9 11.12 21.6247375764907
10.689 43.894 5 "1315" 5.09 43.9 11.12 34.5405663759117
10.976 44.156 5 "1315" 5.09 43.9 11.12 30.7058382339292
11.245 43.818 5 "1315" 5.09 43.9 11.12 13.549169316432
11.536 43.682 5 "1315" 5.09 43.9 11.12 41.262454786953
10.849 43.679 5 "1315" 5.09 43.9 11.12 32.8189766856085
10.693 43.698 5 "1315" 5.09 43.9 11.12 40.9747906463341
11.355 43.995 5 "1315" 5.09 43.9 11.12 21.5763113190216
11.089 44.168 4 "1315" 5.09 43.9 11.12 29.9031039586046
11.505 44.212 4 "1315" 5.09 43.9 11.12 46.3693963193765
11.947 44.172 4 "1315" 5.09 43.9 11.12 72.6986890426712
11.041 43.547 4 "1315" 5.09 43.9 11.12 39.7618597072964
10.794 44.207 4 "1315" 5.09 43.9 11.12 42.9422281489806
10.648 44.179 4 "1315" 5.09 43.9 11.12 48.8455716396078
10.505 43.843 4 "1315" 5.09 43.9 11.12 49.7040253540136
10.663 43.779 4 "1315" 5.09 43.9 11.12 39.0441563521866
10.401 43.716 4 "1315" 5.09 43.9 11.12 61.2164032488591
11.441 43.775 4 "1315" 5.09 43.9 11.12 29.2583042736684
10.999 44.103 4 "1315" 5.09 43.9 11.12 24.5598777702319
11.185 43.657 4 "1315" 5.09 43.9 11.12 27.5196848963854
9.961 44.111 4 "1315" 5.09 43.9 11.12 95.6184646257007
10.227 43.995 4 "1315" 5.09 43.9 11.12 72.2673465689393
10.36 44.123 4 "1315" 5.09 43.9 11.12 65.641612136446
11.603 44.273 4 "1315" 5.09 43.9 11.12 56.6429145263365
10.859 43.402 4 "1315" 5.09 43.9 11.12 59.2228516366012
10.757 44.1 4 "1315" 5.09 43.9 11.12 36.5734064239286
11.523 43.891 4 "1315" 5.09 43.9 11.12 32.3069279187819
10.123 44.025 4 "1315" 5.09 43.9 11.12 80.9982983119644
11.319 44.22 4 "1315" 5.09 43.9 11.12 38.9737613135112
10.944 44.27 4 "1315" 5.09 43.9 11.12 43.477412163651
11.747 43.68 4 "1315" 5.09 43.9 11.12 55.9590493396712
11.548 44.113 4 "1315" 5.09 43.9 11.12 41.6255528468067
10.771 44.229 4 "1315" 5.09 43.9 11.12 45.9988436550349
9.96 44.066 3 "1315" 5.09 43.9 11.12 94.6282582007752
11.96 43.834 3 "1315" 5.09 43.9 11.12 67.7378830126952
11.34 44.498 3 "1315" 5.09 43.9 11.12 68.768436242354
11.775 44.223 3 "1315" 5.09 43.9 11.12 63.4750893317075
10.573 44.295 3 "1315" 5.09 43.9 11.12 61.9445409040627
10.208 44.17 3 "1315" 5.09 43.9 11.12 78.8442230872606
11.793 44.157 3 "1315" 5.09 43.9 11.12 60.9231555520349
10.622 44.355 3 "1315" 5.09 43.9 11.12 64.3395084463397
10.511 43.493 3 "1315" 5.09 43.9 11.12 66.6724954813025
10.721 43.547 3 "1315" 5.09 43.9 11.12 50.6826964316089
11.142 43.536 3 "1315" 5.09 43.9 11.12 40.5135511148764
11.146 43.47 3 "1315" 5.09 43.9 11.12 47.8595033424519
10.633 43.62 3 "1315" 5.09 43.9 11.12 49.9900594551115
10.635 43.661 3 "1315" 5.09 43.9 11.12 47.1416090716603
11.043 43.467 3 "1315" 5.09 43.9 11.12 48.5438933364253
11.073 44.39 3 "1315" 5.09 43.9 11.12 54.6144194500325
11.708 43.8 3 "1315" 5.09 43.9 11.12 48.4443428135239
11.816 43.697 3 "1315" 5.09 43.9 11.12 60.2477272973153
11.704 43.741 3 "1315" 5.09 43.9 11.12 50.0780871651683
10.943 44.503 3 "1315" 5.09 43.9 11.12 68.5189491806601
10.321 43.55 3 "1315" 5.09 43.9 11.12 75.0788648130265
11.714 44.353 2 "1315" 5.09 43.9 11.12 69.17369279765
10.925 44.647 2 "1315" 5.09 43.9 11.12 84.5010132522023
11.96 44.185 2 "1315" 5.09 43.9 11.12 74.2436161087041
15.172 37.678 7 "1317" 4.29 37.672 15.169 0.717514176856536
15.167 37.666 6 "1317" 4.29 37.672 15.169 0.690002220587109
15.154 37.648 5 "1317" 4.29 37.672 15.169 2.97747080193742
15.19 37.66 5 "1317" 4.29 37.672 15.169 2.27972514021198
15.157 37.643 5 "1317" 4.29 37.672 15.169 3.39327189173959
15.19 37.65 5 "1317" 4.29 37.672 15.169 3.06618214247314
15.139 37.687 4 "1317" 4.29 37.672 15.169 3.12286112973744
15.105 37.692 4 "1317" 4.29 37.672 15.169 6.05525857290494
12.681 41.808 7 "1319" 5.18 41.8 12.68 0.893412763421439
12.661 41.77 7 "1319" 5.18 41.8 12.68 3.68911527896934
12.716 41.815 7 "1319" 5.18 41.8 12.68 3.41834121159709
12.659 41.728 7 "1319" 5.18 41.8 12.68 8.19330378219249
12.671 41.72 7 "1319" 5.18 41.8 12.68 8.92686185772507
12.677 41.787 7 "1319" 5.18 41.8 12.68 1.46677288330203
12.71 41.751 7 "1319" 5.18 41.8 12.68 5.98962321771601
12.482 41.895 7 "1319" 5.18 41.8 12.68 19.5081938498957
12.801 41.819 7 "1319" 5.18 41.8 12.68 10.2487069011678
12.611 41.466 6 "1319" 5.18 41.8 12.68 37.579215400758
12.651 41.746 6 "1319" 5.18 41.8 12.68 6.46822559485974
12.649 41.692 6 "1319" 5.18 41.8 12.68 12.2813577105256
12.604 41.8 6 "1319" 5.18 41.8 12.68 6.29987912641634
12.752 41.835 6 "1319" 5.18 41.8 12.68 7.12372833811336
12.681 41.72 6 "1319" 5.18 41.8 12.68 8.89598082289801
12.973 41.833 6 "1319" 5.18 41.8 12.68 24.5571240264725
12.688 41.707 6 "1319" 5.18 41.8 12.68 10.3623998844496
12.699 41.677 6 "1319" 5.18 41.8 12.68 13.7675327933894
12.696 41.809 6 "1319" 5.18 41.8 12.68 1.66141757727355
12.736 41.807 6 "1319" 5.18 41.8 12.68 4.70657118904104
12.684 41.784 6 "1319" 5.18 41.8 12.68 1.80976010342312
12.71 41.76 6 "1319" 5.18 41.8 12.68 5.09616567404354
12.755 41.79 6 "1319" 5.18 41.8 12.68 6.31612040838084
12.778 41.688 6 "1319" 5.18 41.8 12.68 14.8729583482851
12.831 41.839 6 "1319" 5.18 41.8 12.68 13.2432105586685
13.037 41.942 6 "1319" 5.18 41.8 12.68 33.5127944279337
12.83 41.591 5 "1319" 5.18 41.8 12.68 26.3665067183415
12.73 42.209 5 "1319" 5.18 41.8 12.68 45.6659904242205
12.229 41.772 5 "1319" 5.18 41.8 12.68 37.5223269543948
12.638 42.036 5 "1319" 5.18 41.8 12.68 26.4710960311144
12.717 41.717 5 "1319" 5.18 41.8 12.68 9.72608322094735
12.663 41.459 5 "1319" 5.18 41.8 12.68 37.9437856832092
12.891 41.839 5 "1319" 5.18 41.8 12.68 18.014875380912
12.867 42.404 5 "1319" 5.18 41.8 12.68 68.9108595981934
12.798 41.964 5 "1319" 5.18 41.8 12.68 20.6877020791878
12.644 41.822 5 "1319" 5.18 41.8 12.68 3.85829500930386
12.27 42.091 5 "1319" 5.18 41.8 12.68 46.8703118442967
12.623 42.054 5 "1319" 5.18 41.8 12.68 28.6344559719626
12.844 42.252 5 "1319" 5.18 41.8 12.68 52.0536328003786
13.284 41.593 5 "1319" 5.18 41.8 12.68 55.1781238806913
13.095 41.925 5 "1319" 5.18 41.8 12.68 37.0713501308829
13.61 41.647 4 "1319" 5.18 41.8 12.68 79.0349188474413
13.551 41.678 4 "1319" 5.18 41.8 12.68 73.5304870918891
13.579 41.68 4 "1319" 5.18 41.8 12.68 75.7743841999758
12.766 42.066 4 "1319" 5.18 41.8 12.68 30.4213389450831
12.686 42.265 4 "1319" 5.18 41.8 12.68 51.708015483901
13.613 41.718 4 "1319" 5.18 41.8 12.68 77.923663076157
13.231 41.926 4 "1319" 5.18 41.8 12.68 47.731637281612
12.055 42.32 4 "1319" 5.18 41.8 12.68 77.4953897017143
13.427 41.358 4 "1319" 5.18 41.8 12.68 79.2219693359208
12.482 42.361 4 "1319" 5.18 41.8 12.68 64.4850600514489
12.521 42.517 4 "1319" 5.18 41.8 12.68 80.7967608799957
13.96 41.445 4 "1319" 5.18 41.8 12.68 113.481816090487
12.842 42.165 4 "1319" 5.18 41.8 12.68 42.7379869050189
12.413 42.558 3 "1319" 5.18 41.8 12.68 87.1097668343737
13.076 42.415 3 "1319" 5.18 41.8 12.68 75.7867607825735
13.932 41.216 3 "1319" 5.18 41.8 12.68 122.822095151892
12.455 42.345 3 "1319" 5.18 41.8 12.68 63.3829535699273
13.084 41.605 3 "1319" 5.18 41.8 12.68 39.938216740873
13.517 41.545 3 "1319" 5.18 41.8 12.68 75.0791366430134
11.799 42.09 3 "1319" 5.18 41.8 12.68 79.6795212056587
13.125 42.265 3 "1319" 5.18 41.8 12.68 63.4369833334541
13.314 41.799 3 "1319" 5.18 41.8 12.68 52.5546650978965
14.231 41.594 3 "1319" 5.18 41.8 12.68 130.793169370885
12.078 41.95 3 "1319" 5.18 41.8 12.68 52.5597705989786
12.101 41.933 3 "1319" 5.18 41.8 12.68 50.1742101759489
12.692 42.295 3 "1319" 5.18 41.8 12.68 55.0504066548174
13.181 41.473 3 "1319" 5.18 41.8 12.68 55.27727779595
12.736 42.732 3 "1319" 5.18 41.8 12.68 103.736063709505
12.018 41.996 3 "1319" 5.18 41.8 12.68 58.9664745656919
13.084 42.098 3 "1319" 5.18 41.8 12.68 47.0560805690766
13.233 41.288 3 "1319" 5.18 41.8 12.68 73.2069215136962
13.934 41.236 2 "1319" 5.18 41.8 12.68 121.789924032929
15.288 41.12 6 "1321" 4.83 41.143 15.337 4.83553297689197
15.424 41.05 6 "1321" 4.83 41.143 15.337 12.6525805272904
15.38 41.15 6 "1321" 4.83 41.143 15.337 3.68369531629469
15.334 41.158 5 "1321" 4.83 41.143 15.337 1.68673159856131
15.561 41.205 5 "1321" 4.83 41.143 15.337 19.9756946790556
15.259 41.166 5 "1321" 4.83 41.143 15.337 7.01331715631833
15.203 41.123 5 "1321" 4.83 41.143 15.337 11.4407665292397
15.494 40.996 5 "1321" 4.83 41.143 15.337 20.9858431433675
15.189 41.049 5 "1321" 4.83 41.143 15.337 16.2191665269767
15.342 41.251 4 "1321" 4.83 41.143 15.337 12.0163364762814
15.515 41.136 4 "1321" 4.83 41.143 15.337 14.9263841337478
15.386 41.222 4 "1321" 4.83 41.143 15.337 9.69438664171497
15.399 40.836 4 "1321" 4.83 41.143 15.337 34.5312028802493
15.177 40.927 4 "1321" 4.83 41.143 15.337 27.5130197889278
14.931 41.118 3 "1321" 4.83 41.143 15.337 34.1173308855854
14.88 41.164 3 "1321" 4.83 41.143 15.337 38.3330735024479
15.805 40.638 3 "1321" 4.83 41.143 15.337 68.5622536326287
15.494 40.514 6 "1323" 4.63 40.555 15.654 14.2694455427897
15.489 40.568 6 "1323" 4.63 40.555 15.654 14.0132483901595
15.849 40.475 6 "1323" 4.63 40.555 15.654 18.7312655004202
15.638 40.64 6 "1323" 4.63 40.555 15.654 9.54761958217698
15.805 40.638 6 "1323" 4.63 40.555 15.654 15.7390834724368
15.675 40.582 6 "1323" 4.63 40.555 15.654 3.48711427573029
15.659 40.34 5 "1323" 4.63 40.555 15.654 23.9106528425076
15.991 40.297 5 "1323" 4.63 40.555 15.654 40.4566147297182
15.426 40.559 4 "1323" 4.63 40.555 15.654 19.2668886849656
15.232 40.558 3 "1323" 4.63 40.555 15.654 35.6529440984077
16.019 40.696 3 "1323" 4.63 40.555 15.654 34.5645339381262
15.509 40.599 3 "1323" 4.63 40.555 15.654 13.1873147021433
15.376 40.633 3 "1323" 4.63 40.555 15.654 25.0239525300416
11.914 45.801 7 "1325" 5.22 45.85 12.067 13.0474208044175
12.042 46.081 7 "1325" 5.22 45.85 12.067 25.7586037549294
12.244 45.669 7 "1325" 5.22 45.85 12.067 24.3641759772973
12.119 45.951 6 "1325" 5.22 45.85 12.067 11.9297738419845
12.242 45.493 6 "1325" 5.22 45.85 12.067 41.9607879214856
12.018 45.686 6 "1325" 5.22 45.85 12.067 18.6278277214114
12.109 45.049 6 "1325" 5.22 45.85 12.067 89.1273710034824
12.222 46.146 5 "1325" 5.22 45.85 12.067 35.0237535053848
11.838 45.827 5 "1325" 5.22 45.85 12.067 17.92348342336
11.656 45.228 5 "1325" 5.22 45.85 12.067 76.2112837459302
11.749 46.047 5 "1325" 5.22 45.85 12.067 32.9289064021654
11.598 45.084 5 "1325" 5.22 45.85 12.067 92.6952837192832
11.388 45.387 5 "1325" 5.22 45.85 12.067 73.7505405834149
11.362 45.659 5 "1325" 5.22 45.85 12.067 58.6753912167504
12.494 45.781 5 "1325" 5.22 45.85 12.067 33.9700914251195
12.66 45.964 5 "1325" 5.22 45.85 12.067 47.6004894350145
11.79 45.07 5 "1325" 5.22 45.85 12.067 89.3820538256908
11.347 45.749 5 "1325" 5.22 45.85 12.067 56.9342192515804
11.124 46.064 5 "1325" 5.22 45.85 12.067 76.6812338456214
11.658 45.86 5 "1325" 5.22 45.85 12.067 31.6943443780573
11.79 45.36 5 "1325" 5.22 45.85 12.067 58.5917477851617
11.734 45.767 5 "1325" 5.22 45.85 12.067 27.4110350965268
11.607 45.799 5 "1325" 5.22 45.85 12.067 36.0923270760719
12.181 46.348 5 "1325" 5.22 45.85 12.067 56.0683385095417
11.311 45.192 5 "1325" 5.22 45.85 12.067 93.9265108755192
14.503 46.058 5 "1325" 5.22 45.85 12.067 189.726323870556
12.206 46.46 5 "1325" 5.22 45.85 12.067 68.6686740682455
13.236 46.063 5 "1325" 5.22 45.85 12.067 93.4186445206719
11.261 45.739 5 "1325" 5.22 45.85 12.067 63.6952645970564
11.758 45.982 4 "1325" 5.22 45.85 12.067 28.0507007659087
12.439 46.552 4 "1325" 5.22 45.85 12.067 83.1432112683139
11.54 45.409 4 "1325" 5.22 45.85 12.067 63.9047911742593
12.515 46.267 4 "1325" 5.22 45.85 12.067 57.8354643324152
12.298 45.887 4 "1325" 5.22 45.85 12.067 18.3524678764154
11.876 45.231 4 "1325" 5.22 45.85 12.067 70.4186726546019
12.674 45.577 4 "1325" 5.22 45.85 12.067 56.0585045127726
11.906 46.019 4 "1325" 5.22 45.85 12.067 22.5423570057298
13.135 46.279 4 "1325" 5.22 45.85 12.067 95.2095537610751
11.272 45.915 4 "1325" 5.22 45.85 12.067 61.9607809981243
12.998 45.777 4 "1325" 5.22 45.85 12.067 72.6094918474746
12.708 46.167 4 "1325" 5.22 45.85 12.067 60.7714210298305
11.221 45.703 4 "1325" 5.22 45.85 12.067 67.6156970813141
11.037 45.888 4 "1325" 5.22 45.85 12.067 79.8592237212906
12.572 45.633 4 "1325" 5.22 45.85 12.067 46.0218597600258
11.304 45.651 4 "1325" 5.22 45.85 12.067 63.2011247920079
12.335 45.438 4 "1325" 5.22 45.85 12.067 50.3269900390518
10.994 45.438 4 "1325" 5.22 45.85 12.067 95.164299228074
10.775 45.152 4 "1325" 5.22 45.85 12.067 127.131411837761
11.466 45.232 4 "1325" 5.22 45.85 12.067 83.1442367231561
11.152 45.183 4 "1325" 5.22 45.85 12.067 102.873704426241
12.585 46.064 3 "1325" 5.22 45.85 12.067 46.5793915842128
11.784 45.648 3 "1325" 5.22 45.85 12.067 31.4116212659695
13.431 46.093 3 "1325" 5.22 45.85 12.067 108.819396645633
11.385 45.309 3 "1325" 5.22 45.85 12.067 80.2247020204434
11.709 45.941 3 "1325" 5.22 45.85 12.067 29.4949731428307
11.858 46.355 3 "1325" 5.22 45.85 12.067 58.4196385605435
10.135 46.539 3 "1325" 5.22 45.85 12.067 167.275678846394
12.365 46.425 3 "1325" 5.22 45.85 12.067 67.9348092551407
12.499 45.953 3 "1325" 5.22 45.85 12.067 35.3356400556448
